State,County,Payam,School_Name,School_Type,Total_Primary_Students,Total_Secondary_Students,Total_Students
Terekeka,Terekeka County,Terekeka,Jor Primary School,Primary,0,0,0
Terekeka,Terekeka County,Terekeka,Lokweni Primary School,Primary,411,0,411
Terekeka,Terekeka County,Terekeka,Lopuja Primary School,Primary,0,0,0
Terekeka,Terekeka County,Terekeka,Nyikabur Primary School,Primary,273,0,273
Terekeka,Terekeka County,Terekeka,Pokor Primary School,Primary,286,0,286
Terekeka,Terekeka County,Terekeka,St Mary Accelerating ALP Centre,ALP,0,0,118
Terekeka,Terekeka County,Terekeka,St Mary Nursery School,PRE,0,0,153
Terekeka,Terekeka County,Terekeka,St Mary Secondary School,Secondary,0,181,181
Terekeka,Terekeka County,Terekeka,St Stephen Nusery School,PRE,0,0,96
Terekeka,Terekeka County,Terekeka,St Stephen Senior Secondary School,Secondary,0,156,156
Terekeka,Terekeka County,Terekeka,St. Bartholomews Nursery School,PRE,0,0,0
Terekeka,Terekeka County,Terekeka,St. Mary Primary School,Primary,830,0,830
Terekeka,Terekeka County,Terekeka,St. Stephen Primary School,Primary,772,0,772
Terekeka,Terekeka County,Terekeka,Terekeka Nursery School,PRE,0,0,121
Terekeka,Terekeka County,Terekeka,Terekeka Primary School,Primary,1143,0,1143
Terekeka,Terekeka County,Terekeka,Terekeka Secondary,Secondary,0,250,250
Terekeka,Terekeka County,Tindilo,MUNDARI BURA Primary School,Primary,0,0,0
Terekeka,Terekeka County,Tindilo,RAJAF Primary School,Primary,0,0,0
Terekeka,Terekeka County,Tindilo,Timothy Primary School,Primary,320,0,320
Terekeka,Terekeka County,Tindilo,Tindilo Basic School,Primary,225,0,225
Terekeka,Terekeka County,Tombek,Light of Hope Nursery and Primary School,Primary,139,0,139
Tonj State,Tonj East County,Ananatak,Ananatak Primary School,Primary,192,0,192
Tonj State,Tonj East County,Ananatak,Kacuat Primary School,Primary,572,0,572
Tonj State,Tonj East County,Ananatak,Lol-Liith Primary School,Primary,0,0,0
Tonj State,Tonj East County,Ananatak,Malualcum,Primary,286,0,286
Tonj State,Tonj East County,Ananatak,Mider Primary School,Primary,153,0,153
Tonj State,Tonj East County,Ananatak,Ngabagok Primary School,Primary,707,0,707
Tonj State,Tonj East County,Ananatak,Ngabanet Primary School,Primary,302,0,302
Tonj State,Tonj East County,Ananatak,Palubuok Primary School,Primary,0,0,0
Tonj State,Tonj East County,Makuach,Aleel Primary,Primary,442,0,442
Tonj State,Tonj East County,Makuach,Alongjooth Primary School,Primary,415,0,415
Tonj State,Tonj East County,Makuach,Angijoong Primary School,Primary,344,0,344
Tonj State,Tonj East County,Makuach,Ayok Primary School,Primary,390,0,390
Tonj State,Tonj East County,Makuach,Makuac Primary School,Primary,572,0,572
Tonj State,Tonj East County,Makuach,Malou Primary,Primary,283,0,283
Tonj State,Tonj East County,Makuach,Mapara Primary School,Primary,572,0,572
Tonj State,Tonj East County,Makuach,Marial-Tiit Primary School,Primary,286,0,286
Tonj State,Tonj East County,Makuach,Wunabii Primary School,Primary,286,0,286
Tonj State,Tonj East County,Palal,Abiei Primary School,Primary,286,0,286
Tonj State,Tonj East County,Palal,Akier Primary School,Primary,286,0,286
Tonj State,Tonj East County,Palal,Paguet Primary School,Primary,192,0,192
Tonj State,Tonj East County,Palal,Palaal Primary School,Primary,389,0,389
Tonj State,Tonj East County,Paliang,Abior Primary,Primary,416,0,416
Tonj State,Tonj East County,Paliang,Fr. Cicacci Comboni Primary,Primary,757,0,757
Tonj State,Tonj East County,Paliang,Gak-Looc Primary School,Primary,624,0,624
Tonj State,Tonj East County,Paliang,Paliang Primary,Primary,624,0,624
Tonj State,Tonj East County,Paliang,Romic Secondary,Secondary,0,251,251
Tonj State,Tonj East County,Paliang,Rumabuth Primary School,Primary,702,0,702
Tonj State,Tonj East County,Paweng,Akoc cok Primary School,Primary,229,0,229
Tonj State,Tonj East County,Paweng,Apuuk-Lian Primary School,Primary,313,0,313
Tonj State,Tonj East County,Paweng,Juolgok Primary School,Primary,356,0,356
Tonj State,Tonj East County,Paweng,Ngelmar Primary School,Primary,280,0,280
Tonj State,Tonj East County,Paweng,Nyinyien Primary school,Primary,312,0,312
Tonj State,Tonj East County,Paweng,Pan-Mill Primary School,Primary,392,0,392
Tonj State,Tonj East County,Paweng,Pan-Nhial Primary School,Primary,309,0,309
Tonj State,Tonj East County,Paweng,Paweng Primary School,Primary,338,0,338
Tonj State,Tonj East County,Paweng,Ugor Primary School,Primary,161,0,161
Tonj State,Tonj East County,Wunlit,Ager Primary School,Primary,286,0,286
Tonj State,Tonj East County,Wunlit,Angottek Primary School,Primary,286,0,286
Tonj State,Tonj East County,Wunlit,Anhiany -Loc Primary school,Primary,286,0,286
Tonj State,Tonj East County,Wunlit,Kuer-Bach Primary School,Primary,270,0,270
Tonj State,Tonj East County,Wunlit,Malual primary school,Primary,390,0,390
Tonj State,Tonj East County,Wunlit,Mayen Ador Primary School,Primary,590,0,590
Tonj State,Tonj East County,Wunlit,Pagakdit Primary School.,Primary,572,0,572
Tonj State,Tonj East County,Wunlit,Pagook Primary School,Primary,0,0,0
Tonj State,Tonj East County,Wunlit,Palam/Kurager Primary School,Primary,468,0,468
Tonj State,Tonj East County,Wunlit,Wunchuei Primary School,Primary,389,0,389
Tonj State,Tonj East County,Wunlit,Wunlit Primary School,Primary,635,0,635
Tonj State,Tonj North County,Akop,Akop Primary School,Primary,572,0,572
Tonj State,Tonj North County,Akop,Athiengpuol Primary School,Primary,598,0,598
Tonj State,Tonj North County,Akop,Bundiir Primary School,Primary,203,0,203
Tonj State,Tonj North County,Akop,Kondok Primary School,Primary,286,0,286
Tonj State,Tonj North County,Akop,Mangok Chuei Primary School,Primary,165,0,165
Tonj State,Tonj North County,Akop,Marial-Amel Primary School,Primary,208,0,208
Tonj State,Tonj North County,Akop,Pacaweng Primary School,Primary,286,0,286
Tonj State,Tonj North County,Akop,Rual Malith Primary School,Primary,306,0,306
Tonj State,Tonj North County,Alabek,Alabek Primary School,Primary,286,0,286
Tonj State,Tonj North County,Alabek,Aru Jur Primary School,Primary,598,0,598
Tonj State,Tonj North County,Alabek,Langkap Primary School,Primary,754,0,754
Tonj State,Tonj North County,Alabek,Mading Primary School,Primary,861,0,861
Tonj State,Tonj North County,Alabek,Majaklou Primary School,Primary,806,0,806
Tonj State,Tonj North County,Alabek,Malok primary,Primary,286,0,286
Tonj State,Tonj North County,Alabek,Maluildit Primary School.,Primary,239,0,239
Tonj State,Tonj North County,Alabek,Manyiel Primary School,Primary,432,0,432
Tonj State,Tonj North County,Alabek,Marial Akech Primary School,Primary,555,0,555
Tonj State,Tonj North County,Alabek,Marol Primary School,Primary,572,0,572
Tonj State,Tonj North County,Alabek,Thuranyar Primary School,Primary,754,0,754
Tonj State,Tonj North County,Alabek,Warkot Primary School,Primary,286,0,286
Tonj State,Tonj North County,Aliek,Abiel Nyang Primary,Primary,208,0,208
Tonj State,Tonj North County,Aliek,Aciir Cok Primary School,Primary,286,0,286
Tonj State,Tonj North County,Aliek,Adhor primary,Primary,260,0,260
Tonj State,Tonj North County,Aliek,Aliek Primary,Primary,572,0,572
Tonj State,Tonj North County,Aliek,Aweet Primary School,Primary,260,0,260
Tonj State,Tonj North County,Aliek,Comboni Primary School,Primary,234,0,234
Tonj State,Tonj North County,Aliek,Gak Primary,Primary,221,0,221
Tonj State,Tonj North County,Aliek,Nock-Nhial Primary School,Primary,364,0,364
Tonj State,Tonj North County,Aliek,Patei Primary School,Primary,390,0,390
Tonj State,Tonj North County,Aliek,Roorkou Primary School,Primary,572,0,572
Tonj State,Tonj North County,Awul,Ageny primary School,Primary,0,0,0
Tonj State,Tonj North County,Awul,Aporlang Primary School,Primary,0,0,0
Tonj State,Tonj North County,Awul,Awul Primary School,Primary,359,0,359
Tonj State,Tonj North County,Awul,Aya-Akat Primary School,Primary,258,0,258
Tonj State,Tonj North County,Awul,Dhak Primary School,Primary,277,0,277
Tonj State,Tonj North County,Awul,Dom-Kuat Primary School,Primary,0,0,0
Tonj State,Tonj North County,Awul,Ghazal International Secondary School,Secondary,0,286,286
Tonj State,Tonj North County,Awul,Kuany-Goi Primary School,Primary,104,0,104
Tonj State,Tonj North County,Awul,Mabior Atok primary,Primary,0,0,0
Tonj State,Tonj North County,Awul,Makol Primary School,Primary,147,0,147
Tonj State,Tonj North County,Awul,Pagakdit Primary School,Primary,293,0,293
Tonj State,Tonj North County,Awul,Rumtiit Primary School,Primary,258,0,258
Tonj State,Tonj North County,Awul,War-pac primary,Primary,899,0,899
Tonj State,Tonj North County,Awul,Warrap ALP,ALP,0,0,0
Tonj State,Tonj North County,Awul,Warrap comboni primary,Primary,630,0,630
Tonj State,Tonj North County,Awul,Warrap Secondary,Secondary,0,515,515
Tonj State,Tonj North County,Awul,Wunchuei Primary School,Primary,100,0,100
Tonj State,Tonj North County,Kirik,Achiir Primary School,Primary,286,0,286
Tonj State,Tonj North County,Kirik,Aciira-Jak Primary School,Primary,286,0,286
Tonj State,Tonj North County,Kirik,Agany Primary School,Primary,0,0,0
Tonj State,Tonj North County,Kirik,Kirik Primary School,Primary,468,0,468
Tonj State,Tonj North County,Kirik,Lac-Mangok Primary School,Primary,286,0,286
Tonj State,Tonj North County,Kirik,Madhiath Ajak Primary School,Primary,281,0,281
Tonj State,Tonj North County,Kirik,Maluil Primary School,Primary,250,0,250
Tonj State,Tonj North County,Kirik,Mangok-Tit Primary School,Primary,259,0,259
Tonj State,Tonj North County,Kirik,Manyiel Upper Primary School,Primary,390,0,390
Tonj State,Tonj North County,Kirik,Ngoro Primary,Primary,156,0,156
Tonj State,Tonj North County,Kirik,Pabukchak Primary School,Primary,286,0,286
Tonj State,Tonj North County,Kirik,Rumwut Primary School,Primary,338,0,338
Tonj State,Tonj North County,Manalor,Akurbiok Primary School,Primary,455,0,455
Tonj State,Tonj North County,Manalor,Aru Primary School,Primary,286,0,286
Tonj State,Tonj North County,Manalor,Atap Primary School,Primary,0,0,0
Tonj State,Tonj North County,Manalor,Gircik Primary School,Primary,528,0,528
Tonj State,Tonj North County,Manalor,Gugic Primary,Primary,286,0,286
Tonj State,Tonj North County,Manalor,Kom-Ngol Primary School,Primary,416,0,416
Tonj State,Tonj North County,Manalor,Majak Tiit Primary School,Primary,247,0,247
Tonj State,Tonj North County,Manalor,Makuok Primary School,Primary,265,0,265
Tonj State,Tonj North County,Manalor,Malek Primary School,Primary,570,0,570
Tonj State,Tonj North County,Manalor,Malou-Abiem Primary School,Primary,572,0,572
Tonj State,Tonj North County,Manalor,Man Lor Primary School,Primary,496,0,496
Tonj State,Tonj North County,Manalor,Rum-Thony  Primary School,Primary,530,0,530
Tonj State,Tonj North County,Marial lou,Agawei Primary School,Primary,286,0,286
Tonj State,Tonj North County,Marial lou,Bettei Primary School,Primary,0,0,0
Tonj State,Tonj North County,Marial lou,Gormook Primary School.,Primary,274,0,274
Tonj State,Tonj North County,Marial lou,Marial Lou Secondary,Secondary,0,286,286
Tonj State,Tonj North County,Marial lou,Puol Bar Primary School.,Primary,208,0,208
Tonj State,Tonj North County,Marial lou,St. Daniel Comboni Primary School,Primary,877,0,877
Tonj State,Tonj North County,Marial lou,Wunkuel Primary School.,Primary,0,0,0
Tonj State,Tonj North County,Pagol,Akuoc Primary School,Primary,249,0,249
Tonj State,Tonj North County,Pagol,Bol Bol Primary School,Primary,286,0,286
Tonj State,Tonj North County,Pagol,Lurcuk Girls Primary  School,Primary,284,0,284
Tonj State,Tonj North County,Pagol,Lurcuk Primary School,Primary,542,0,542
Tonj State,Tonj North County,Pagol,Majok Primary School,Primary,231,0,231
Tonj State,Tonj North County,Pagol,Mayen-Loc Primary School,Primary,363,0,363
Tonj State,Tonj North County,Pagol,Muoralol Primary School,Primary,234,0,234
Tonj State,Tonj North County,Pagol,Pagol primary school,Primary,334,0,334
Tonj State,Tonj North County,Pagol,Rum-Rual Primary School,Primary,237,0,237
Tonj State,Tonj North County,Rualbelt,Achol Primary School,Primary,286,0,286
Tonj State,Tonj North County,Rualbelt,Akotdit Primary School.,Primary,0,0,0
Tonj State,Tonj North County,Rualbelt,Duliet-Aduany primary,Primary,286,0,286
Tonj State,Tonj North County,Rualbelt,Malou Primary School,Primary,284,0,284
Tonj State,Tonj North County,Rualbelt,Mayen-Kuel Primary School,Primary,286,0,286
Tonj State,Tonj North County,Rualbelt,Rualbet Boys Primary School,Primary,278,0,278
Tonj State,Tonj North County,Rualbelt,Wunthilik Primary School,Primary,572,0,572
Tonj State,Tonj North County,Rualbelt,Yar Arol Girl Primary School,Primary,572,0,572
Tonj State,Tonj South County,Jak,Ajem-Yar Primary School,Primary,286,0,286
Tonj State,Tonj South County,Jak,Ariec Primary School,Primary,338,0,338
Tonj State,Tonj South County,Jak,Chiir Primary School,Primary,338,0,338
Tonj State,Tonj South County,Jak,Jak-Ameth Primary School,Primary,286,0,286
Tonj State,Tonj South County,Jak,Majok Primary School,Primary,286,0,286
Tonj State,Tonj South County,Jak,Majook primary school,Primary,0,0,0
Tonj State,Tonj South County,Jak,Paduer Primary School,Primary,312,0,312
Tonj State,Tonj South County,Jak,Piok Koi Centre,ALP,0,0,0
Tonj State,Tonj South County,Jak,Piok-Koi Primary School.,Primary,649,0,649
Tonj State,Tonj South County,Jak,Warcuei Primary School,Primary,441,0,441
Tonj State,Tonj South County,Manyangok,Adama Primary School,Primary,286,0,286
Tonj State,Tonj South County,Manyangok,Ageng Primary School,Primary,286,0,286
Tonj State,Tonj South County,Manyangok,Ayigak Primary School.,Primary,286,0,286
Tonj State,Tonj South County,Manyangok,Ayom Primary School,Primary,287,0,287
Tonj State,Tonj South County,Manyangok,Chum Thong Primary School,Primary,286,0,286
Tonj State,Tonj South County,Manyangok,Manyangok Primary School,Primary,286,0,286
Tonj State,Tonj South County,Manyangok,Manyiel-Thony Primary School,Primary,858,0,858
Tonj State,Tonj South County,Manyangok,Wunkec Primary School,Primary,286,0,286
Tonj State,Tonj South County,Thiet,Angol Girls Primary School,Primary,807,0,807
Tonj State,Tonj South County,Thiet,Angon-dong Primary School,Primary,260,0,260
Tonj State,Tonj South County,Thiet,Angui Primary School,Primary,286,0,286
Tonj State,Tonj South County,Thiet,Apuot Primary School,Primary,338,0,338
Tonj State,Tonj South County,Thiet,Aram-wut Primary School,Primary,286,0,286
Tonj State,Tonj South County,Thiet,Bol Diong Primary School,Primary,268,0,268
Tonj State,Tonj South County,Thiet,Heritage Senior Secondary School,Secondary,0,0,0
Tonj State,Tonj South County,Thiet,KalKur Primary,Primary,0,0,0
Tonj State,Tonj South County,Thiet,Kau Primary School,Primary,286,0,286
Tonj State,Tonj South County,Thiet,Madhol Primary School,Primary,286,0,286
Tonj State,Tonj South County,Thiet,Manyiel Agei Primary School,Primary,286,0,286
Tonj State,Tonj South County,Thiet,Mayom Secondary,Secondary,0,0,0
Tonj State,Tonj South County,Thiet,Mayom-Abun Main Complex Primary School,Primary,286,0,286
Tonj State,Tonj South County,Thiet,Mour - Agoor Centre,ALP,0,0,286
Tonj State,Tonj South County,Thiet,Ngap Anet Primary School,Primary,286,0,286
Tonj State,Tonj South County,Thiet,Thiet Don Bosco Primary School,Primary,702,0,702
Tonj State,Tonj South County,Thiet,Thiet-dit Primary School,Primary,0,0,0
Tonj State,Tonj South County,Thiet,Warwut Primary School,Primary,260,0,260
Tonj State,Tonj South County,Thiet,Women Federation Centre,ALP,0,0,0
Tonj State,Tonj South County,Thiet,Wun-Ngap Primary School,Primary,0,0,0
Tonj State,Tonj South County,Thiet,Wunngap Primary School,Primary,0,0,0
Tonj State,Tonj South County,Thiet,Yinh Kuel Primary School,Primary,412,0,412
Tonj State,Tonj South County,Tonj,Abyiei Cok Primary School,Primary,286,0,286
Tonj State,Tonj South County,Tonj,Agugo Primary School,Primary,286,0,286
Tonj State,Tonj South County,Tonj,Agukrot Primary School,Primary,312,0,312
Tonj State,Tonj South County,Tonj,Babcok Primary School,Primary,286,0,286
Tonj State,Tonj South County,Tonj,Bakitha Primary School,Primary,559,0,559
Tonj State,Tonj South County,Tonj,Bongo Primary School,Primary,910,0,910
Tonj State,Tonj South County,Tonj,Cuei Ajai Primary School,Primary,608,0,608
Tonj State,Tonj South County,Tonj,Deng Ading Primary School,Primary,572,0,572
Tonj State,Tonj South County,Tonj,Deng Nhial Memorial High Secondary School,Secondary,0,571,571
Tonj State,Tonj South County,Tonj,Deng Nhial Primary School,Primary,572,0,572
Tonj State,Tonj South County,Tonj,Don Bosco Primary School,Primary,869,0,869
Tonj State,Tonj South County,Tonj,Don Bosco Secondary School,Secondary,0,228,228
Tonj State,Tonj South County,Tonj,Himago Primary School,Primary,698,0,698
Tonj State,Tonj South County,Tonj,Kony-Bai Adult Edu,ALP,0,0,0
Tonj State,Tonj South County,Tonj,Kuel Chok Primary,Primary,650,0,650
Tonj State,Tonj South County,Tonj,Lachok Primary School,Primary,572,0,572
Tonj State,Tonj South County,Tonj,Magordit Primary School,Primary,572,0,572
Tonj State,Tonj South County,Tonj,Makerdit Primary School,Primary,441,0,441
Tonj State,Tonj South County,Tonj,Malual-Muok Primary School,Primary,442,0,442
Tonj State,Tonj South County,Tonj,Model Primary School,Primary,598,0,598
Tonj State,Tonj South County,Tonj,Royal Progressive Academy Secondary School,Secondary,0,375,375
Tonj State,Tonj South County,Tonj,Tonj Academy primary school,Primary,0,0,0
Tonj State,Tonj South County,Tonj,Tonj Academy Secondary School,Secondary,0,295,295
Tonj State,Tonj South County,Tonj,Tonj Girls Primary School,Primary,747,0,747
Tonj State,Tonj South County,Tonj,Tonj Secondary School,Secondary,0,598,598
Tonj State,Tonj South County,Tonj,Tonj Women Centre,ALP,0,0,0
Tonj State,Tonj South County,Tonj,Warak Primary School,Primary,1144,0,1144
Tonj State,Tonj South County,Tonj,Wargiir Primary School,Primary,286,0,286
Tonj State,Tonj South County,Wanhalel,Aguath Primary School,Primary,286,0,286
Tonj State,Tonj South County,Wanhalel,Ayuath Primary School,Primary,286,0,286
Tonj State,Tonj South County,Wanhalel,Domdeng Primary School,Primary,286,0,286
Tonj State,Tonj South County,Wanhalel,Mabior Yar Primary School,Primary,608,0,608
Tonj State,Tonj South County,Wanhalel,Mading Apuk Primary School,Primary,286,0,286
Tonj State,Tonj South County,Wanhalel,Pagang Primary School,Primary,0,0,0
Tonj State,Tonj South County,Wanhalel,Palek Primary School,Primary,286,0,286
Tonj State,Tonj South County,Wanhalel,Panjang Primary school,Primary,0,0,0
Tonj State,Tonj South County,Wanhalel,Pawel Primary School,Primary,572,0,572
Tonj State,Tonj South County,Wanhalel,Wanhalel Basic School,Primary,234,0,234
Twic State,Twic County,Ajak kuac,Ajak -Kuac primary School,Primary,0,0,0
Twic State,Twic County,Ajak kuac,Ajak Primary,Primary,650,0,650
Twic State,Twic County,Ajak kuac,Atoung Primary School,Primary,281,0,281
Twic State,Twic County,Ajak kuac,Guk Primary School,Primary,487,0,487
Twic State,Twic County,Ajak kuac,Mabil Girls Primary School,Primary,309,0,309
Twic State,Twic County,Ajak kuac,Majak Kol military school,Primary,624,0,624
Twic State,Twic County,Ajak kuac,Majak Kol Primary,Primary,286,0,286
Twic State,Twic County,Ajak kuac,Malual Aleu Primary School,Primary,0,0,0
Twic State,Twic County,Ajak kuac,Manh-Awan Primary school,Primary,442,0,442
Twic State,Twic County,Ajak kuac,Panruel Primary School,Primary,717,0,717
Twic State,Twic County,Ajak kuac,Queen of Africa primary school,Primary,288,0,288
Twic State,Twic County,Ajak kuac,Tiret Primary School.,Primary,312,0,312
Twic State,Twic County,Akoc,Abyei boys primary,Primary,0,0,0
Twic State,Twic County,Akoc,Abyei boys primary,Primary,484,0,484
Twic State,Twic County,Akoc,Abyei Boys Secondary School,Secondary,0,192,192
Twic State,Twic County,Akoc,Abyei girls primary,Primary,553,0,553
Twic State,Twic County,Akoc,Abyei Girls Secondary School,Secondary,0,105,105
Twic State,Twic County,Akoc,Achel Primary School,Primary,286,0,286
Twic State,Twic County,Akoc,Agany Tok Primary School,Primary,114,0,114
Twic State,Twic County,Akoc,Agok B Primary School,Primary,947,0,947
Twic State,Twic County,Akoc,Agok ECS A Primary School,Primary,1420,0,1420
Twic State,Twic County,Akoc,Agok Secondary School,Secondary,0,509,509
Twic State,Twic County,Akoc,Akechnial Primary School,Primary,364,0,364
Twic State,Twic County,Akoc,Akoch Primary School,Primary,832,0,832
Twic State,Twic County,Akoc,Akoch Secondary School,Secondary,0,572,572
Twic State,Twic County,Akoc,Akuol Thii Primary School,Primary,286,0,286
Twic State,Twic County,Akoc,Aluel Primary School,Primary,286,0,286
Twic State,Twic County,Akoc,Anyiel Thon Primary,Primary,364,0,364
Twic State,Twic County,Akoc,Athony Primary School,Primary,0,0,0
Twic State,Twic County,Akoc,Athor-Ajiep Primary School,Primary,572,0,572
Twic State,Twic County,Akoc,Awolnhom primary School,Primary,71,0,71
Twic State,Twic County,Akoc,Ayom Buony Primary School,Primary,148,0,148
Twic State,Twic County,Akoc,Bang-Abuoc,Primary,442,0,442
Twic State,Twic County,Akoc,Comboni Abyei Priamary School,Primary,1512,0,1512
Twic State,Twic County,Akoc,Comboni Juoljok Primary School,Primary,1087,0,1087
Twic State,Twic County,Akoc,Comboni Secondary School,Secondary,0,422,422
Twic State,Twic County,Akoc,Deng Mathiang Priamary,Primary,962,0,962
Twic State,Twic County,Akoc,Dhian-Agal Primary School,Primary,442,0,442
Twic State,Twic County,Akoc,Ganga Primary SChool,Primary,1074,0,1074
Twic State,Twic County,Akoc,Gumel Primary School,Primary,442,0,442
Twic State,Twic County,Akoc,Louis Nyok Primary School,Primary,174,0,174
Twic State,Twic County,Akoc,Mabior (Awal) Primary School,Primary,0,0,0
Twic State,Twic County,Akoc,Mabok Primary School,Primary,0,0,0
Twic State,Twic County,Akoc,Mabuny Primary School,Primary,893,0,893
Twic State,Twic County,Akoc,Mading Achueng Primary School,Primary,442,0,442
Twic State,Twic County,Akoc,Mading Cuar Primary School,Primary,507,0,507
Twic State,Twic County,Akoc,Mading Jokthiang Primary School,Primary,419,0,419
Twic State,Twic County,Akoc,Magar-Thon Primary school,Primary,312,0,312
Twic State,Twic County,Akoc,Majak-Anyiel Primary School,Primary,312,0,312
Twic State,Twic County,Akoc,Majbong Primary,Primary,240,0,240
Twic State,Twic County,Akoc,Makuei-Abeek Primary School,Primary,286,0,286
Twic State,Twic County,Akoc,Malual Aleu Primary SChool,Primary,111,0,111
Twic State,Twic County,Akoc,Malual Aweil Primary School,Primary,572,0,572
Twic State,Twic County,Akoc,Manyuar Girls Primary School.,Primary,650,0,650
Twic State,Twic County,Akoc,Marial Achak Primary School,Primary,0,0,0
Twic State,Twic County,Akoc,Mayen- Bala Primary School,Primary,390,0,390
Twic State,Twic County,Akoc,Mayom Orphan School,Primary,624,0,624
Twic State,Twic County,Akoc,Mijak Primary School,Primary,230,0,230
Twic State,Twic County,Akoc,Minyang Anyiel primary,Primary,212,0,212
Twic State,Twic County,Akoc,Mior Malek Ajok Primary.,Primary,364,0,364
Twic State,Twic County,Akoc,Miyom Ngok Primary School,Primary,626,0,626
Twic State,Twic County,Akoc,Mulmul Primary School,Primary,572,0,572
Twic State,Twic County,Akoc,Noong Primary School,Primary,0,0,0
Twic State,Twic County,Akoc,Nyang-Alei Primary School,Primary,572,0,572
Twic State,Twic County,Akoc,Nyiel Primary School,Primary,439,0,439
Twic State,Twic County,Akoc,Paliet-Thon Primary School,Primary,490,0,490
Twic State,Twic County,Akoc,Rum-Agok Primary School,Primary,546,0,546
Twic State,Twic County,Akoc,Rumamer Primary School,Primary,309,0,309
Twic State,Twic County,Akoc,Rumbek Primary School,Primary,212,0,212
Twic State,Twic County,Akoc,Tiit Noon Primary School,Primary,546,0,546
Twic State,Twic County,Akoc,Wang-Chuk Primary School,Primary,546,0,546
Twic State,Twic County,Akoc,Wun-Cuei Primary School,Primary,832,0,832
Twic State,Twic County,Akoc,Wunpeth Primary School,Primary,358,0,358
Twic State,Twic County,Akoc,Wunrouk Primary School,Primary,85,0,85
Twic State,Twic County,Akoc,Yiik-Thon Primary School,Primary,442,0,442
Twic State,Twic County,Awang,Agook Community Primary School,Primary,778,0,778
Twic State,Twic County,Awang,Akathuok Primary,Primary,390,0,390
Twic State,Twic County,Awang,Anganguot Primary,Primary,624,0,624
Twic State,Twic County,Awang,Apaping Girls Primary School,Primary,430,0,430
Twic State,Twic County,Awang,Aweng Primary School,Primary,804,0,804
Twic State,Twic County,Awang,Aweng secondary school,Secondary,0,297,297
Twic State,Twic County,Awang,Bulyom Primary School,Primary,572,0,572
Twic State,Twic County,Awang,Burgik Primary School,Primary,468,0,468
Twic State,Twic County,Awang,Kabara Girls Primary School,Primary,728,0,728
Twic State,Twic County,Awang,Majok Noon Primary School,Primary,754,0,754
Twic State,Twic County,Awang,Malualdit Community Primary,Primary,286,0,286
Twic State,Twic County,Awang,Maper Primary School,Primary,962,0,962
Twic State,Twic County,Awang,Marial-Maper Primary School,Primary,732,0,732
Twic State,Twic County,Awang,Paleng Primary School,Primary,335,0,335
Twic State,Twic County,Awang,Panagok Primary School,Primary,736,0,736
Twic State,Twic County,Awang,Rakacuk Primary School,Primary,390,0,390
Twic State,Twic County,Awang,Totenyieth Primary,Primary,520,0,520
Twic State,Twic County,Pan-nyok,Abiok Jak Primary School,Primary,286,0,286
Twic State,Twic County,Pan-nyok,Acuanic primary,Primary,234,0,234
Twic State,Twic County,Pan-nyok,Agieu Primary School.,Primary,572,0,572
Twic State,Twic County,Pan-nyok,Alanya Primary School,Primary,286,0,286
Twic State,Twic County,Pan-nyok,Ataak Primary School,Primary,286,0,286
Twic State,Twic County,Pan-nyok,Baar Primary School,Primary,260,0,260
Twic State,Twic County,Pan-nyok,Banya Primary School,Primary,572,0,572
Twic State,Twic County,Pan-nyok,Bondor Primary School,Primary,572,0,572
Twic State,Twic County,Pan-nyok,Duony Yep Primary School,Primary,520,0,520
Twic State,Twic County,Pan-nyok,Gony Primary School,Primary,494,0,494
Twic State,Twic County,Pan-nyok,Guok-Rot Primary School,Primary,442,0,442
Twic State,Twic County,Pan-nyok,Kunyuk Primary School,Primary,565,0,565
Twic State,Twic County,Pan-nyok,Kuruyuk Girls Primary School.,Primary,572,0,572
Twic State,Twic County,Pan-nyok,Lach Akak Primary,Primary,572,0,572
Twic State,Twic County,Pan-nyok,Leilei Primary,Primary,286,0,286
Twic State,Twic County,Pan-nyok,Mabouny Primary School,Primary,0,0,0
Twic State,Twic County,Pan-nyok,Mading Luit Primary,Primary,283,0,283
Twic State,Twic County,Pan-nyok,Majak Pagai Primary School,Primary,546,0,546
Twic State,Twic County,Pan-nyok,Makuac Ajaj rac Primary School,Primary,338,0,338
Twic State,Twic County,Pan-nyok,Makuei-Abuoc Primary School,Primary,286,0,286
Twic State,Twic County,Pan-nyok,Malual Kiir Primary,Primary,858,0,858
Twic State,Twic County,Pan-nyok,Mamiir Primary School,Primary,286,0,286
Twic State,Twic County,Pan-nyok,Manyiel Akak Primary School,Primary,572,0,572
Twic State,Twic County,Pan-nyok,Mareng Primary School,Primary,572,0,572
Twic State,Twic County,Pan-nyok,Pagai Primary School,Primary,286,0,286
Twic State,Twic County,Pan-nyok,Pan-nyok Secondary School,Secondary,0,286,286
Twic State,Twic County,Pan-nyok,Panbaai Primary School.,Primary,572,0,572
Twic State,Twic County,Pan-nyok,Pannyok Primary School,Primary,806,0,806
Twic State,Twic County,Pan-nyok,Pantiok Primary School,Primary,572,0,572
Twic State,Twic County,Pan-nyok,Thakayen Primary School,Primary,622,0,622
Twic State,Twic County,Pan-nyok,Tualie Primary School,Primary,572,0,572
Twic State,Twic County,Pan-nyok,Tumakon Primary School,Primary,286,0,286
